Index,Tweets
2839,"RT @OneMoreGoodMan: #Brexit has betrayed millions of ordinary people in the UK, economically, socially and in many other ways. Persuade me…"
2840,"RT @TobiFrenzen: 👉 How Leave won the #Brexit campaign...

Shocking excerpts from a series of interviews by Democracy Now, revealing in deta…"
2841,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2842,RT @Colins__Tweets: As the days pass its becoming more apparent why the #remainer #Tory MP's manoeuvred #sunak in as the leader without a v…
2843,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2844,RT @jackiekemp: Scottish business leaders blast #Brexit which is costing billions in lost investment and making it harder for them to grow…
2845,"RT @IGFupdates: “I can see a global Britain trading on equal terms with give and take with partners around the world,” said Dr. @ShashiThar…"
2846,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
2847,"RT @Jon_Danzig: → Today, I rewrite history – share 2-minute video

𝗪𝗛𝗔𝗧 𝗗𝗔𝗩𝗜𝗗 𝗖𝗔𝗠𝗘𝗥𝗢𝗡 𝗦𝗛𝗢𝗨𝗟𝗗 𝗛𝗔𝗩𝗘 𝗗𝗢𝗡𝗘 𝗔𝗕𝗢𝗨𝗧 #𝗕𝗥𝗘𝗫𝗜𝗧

I have rewritten hist…"
2848,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2849,"RT @DavidHeadViews: This: the essential Johnson, conning Northern Ireland. #Brexit is all about pulling the wool over people's eyes. This m…"
2850,"RT @MtnMD: THE SAME PEOPLE who gave us trump, gave us #brexit. 

Through propaganda and manipulation, by using an uninvolved electorate for…"
2851,"RT @MtnMD: THE SAME PEOPLE who gave us trump, gave us #brexit. 

Through propaganda and manipulation, by using an uninvolved electorate for…"
2852,"RT @UxbEconomist07: Everytime I see this Marina Purkiss on TV, my God! Shouty nonsense this time about N Ireland Protocol! It’s funny how i…"
2853,"RT @ScaryHighlander: When it comes to dualling the A9, A96 and improving the A82 the elephant in the room is money. Next time you're in the…"
2854,"RT @carol_hulme: #Brexit #NorthernIrelandProtocol
#Johnson #Sunak
Get Brexit done….properly, ditch the #ECJ we shouldn’t be ruled by foreig…"
2855,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
2856,"RT @nisarmir21: Can't believe going to say this 😬 but wannabe Harry Potter .@George_Osborne is right.
#BorisJohnson *does not give a 💩 abou…"
2857,"RT @riotgrandma72: Sorry #bbclaurak The ex prime minister #borisjohnson IS a LIAR on an industrial scale!

I remind you of his words’ Over…"
2858,RT @jackiekemp: Scottish business leaders blast #Brexit which is costing billions in lost investment and making it harder for them to grow…
2859,"THE SAME PEOPLE who gave us trump, gave us #brexit. 

Through propaganda and manipulation, by using an uninvolved e… https://t.co/UospeLaZJt"
2860,"RT @PolakPolly: Yesterday I had to teach my students, in under 3 hours, what the EU was and why #Brexit was happening. It seemed like an im…"
2861,RT @Noname06401912: @RussellEngland @13sarahmurphy @bellapup2 At the same time ignoring an announcement by the @WHO so desperate was #Johns…
2862,"RT @econoclast_j: Tomato 🍅 shortage in the supermarkets. Weather? #RussiaUkraineWar? 

Sounds like #claptrap 

- but #Brexit border bureauc…"
2863,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2864,"RT @gildedcage66: What do you believe was the MAIN REASON some people (or yourself) voted for #Brexit?

Please retweet and comment others (…"
2865,"RT @nisarmir21: Can't believe going to say this 😬 but wannabe Harry Potter .@George_Osborne is right.
#BorisJohnson *does not give a 💩 abou…"
2866,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2867,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2868,@Stuzipants when the fuck did cnuts in the DUP EVER say yes to anything ? Always beware of any party that feels the… https://t.co/zjZuFseAa3
2869,RT @Mark_Twitchett: Please retweet for a greater sample size: Should we as @LibDems be strongly advocating for a closer relationship with t…
2870,"RT @VladDanGheorghe: We, in the 🇪🇺, are counting on @RishiSunak to deliver the #Brexit deal with care for his People.

#BrexitReality is a…"
2871,"RT @JerryHicksUnite: We are all in the same boat, Tories are suffering too ..... 

""Tory ministers face caviar shortage"" #CostOfLivingCrisi…"
2872,RT @FXStreetNews: Pound Sterling Price News and Forecast: GBP/USD Brexit uncertainty could limit Pound sterling's rebound https://t.co/Hhtq…
2873,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2874,RT @gmbutts: Some things are beyond parody. #Brexit https://t.co/uoUEcQTLjM
2875,RT @vanmaneuro: If you want to find endless fresh food with  multiple choices of each product I highly recommend a trip to … the European m…
2876,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
2877,"RT @SebShearer: Problem eith the ""deal"" on the #NorthernIrelandProtocol @Iromg is that the protocol should never have existed in the first…"
2878,RT @Noname06401912: @RussellEngland @13sarahmurphy @bellapup2 At the same time ignoring an announcement by the @WHO so desperate was #Johns…
2879,"RT @nisarmir21: Can't believe going to say this 😬 but wannabe Harry Potter .@George_Osborne is right.
#BorisJohnson *does not give a 💩 abou…"
2880,"@Nigel_Farage Empty #Brexit shelves, soaring energycosts and a debilitating #CostOfLivingCrisis  beat the scientists to it. Stop whining!"
2881,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
2882,"RT @riotgrandma72: As #borisjohnson ( liar, adulterer, condoner of bullies and sexual predators) sticks his oar in to ‘preserve his legacy’…"
2883,"RT @Greekboy8: I find this scandal more worthy of airtime on #PoliticsLive than the disaster #Brexit is

#NHS privatisation drive linked to…"
2884,RT @gmbutts: Some things are beyond parody. #Brexit https://t.co/uoUEcQTLjM
2885,@chrislowndes @IreneHu30034513 @AndreaCowanSNP @Tesco We must be seeing weather problems that never existed before… https://t.co/TAddRQhW1j
2886,"RT @DurhamWhines: The @roald_dahl story is a flag shaggers wet dream.

Why talk about the £bns in fraud and waste? The failed 'oven ready'#…"
2887,@EdinburghLive_ #Brexit wrexit.
2888,@Lizzypop15 @waitrose @sainsburys @Tesco We CANNOT grow it here because we have the highest #energy prices IN THE W… https://t.co/RJTiLVIwO2
2889,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2890,"Training: ""Introduction to European and UK Chemical Regulation""  
19 &amp; 20 April 2023, live online.

More informatio… https://t.co/S28cZ7jdGf"
2891,"RT @adambutler65: @AlexTaylorNews @PeteWishart A voice of reason and intelligence, openness and inclusivity coming up against  a mean, angr…"
2892,RT @FranceJamet: #Brexit : Bruxelles et Paris ouvrent les ports 🇨🇵 à la concurrence et sortent le chéquier non pas pour sauver nos pêcheurs…
2893,"RT @LizWebsterLD: An honest #Brexit Britain assessment from CNN! 

Fareed Zakaria gives us the truth on the fallout from Brexit and urges t…"
2894,RT @gmbutts: Some things are beyond parody. #Brexit https://t.co/uoUEcQTLjM
2895,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
2896,"RT @congobongoman: Supermarket in France today. When was last time you saw produce of this quantity/quality in UK shops.
#BrexitReality #Br…"
2897,"RT @DanRJohnson: Go on, #BorisJohnson - Tell us how your ‘oven ready’ deal to ‘get #Brexit done’ - That completely sold out the Northern Ir…"
2898,"RT @rec777777: @guyverhofstadt The surrender act was always the problem in NI. The EU, then didn't act in the spirit of the deal.

An incre…"
2899,"RT @riotgrandma72: As #borisjohnson ( liar, adulterer, condoner of bullies and sexual predators) sticks his oar in to ‘preserve his legacy’…"
2900,"RT @Penyrheolgerrig: Tesco and Sainsbury’s shoppers in London find shelves empty as supermarkets explain why there are no tomatoes, cucumbe…"
2901,RT @Noname06401912: @RussellEngland @13sarahmurphy @bellapup2 At the same time ignoring an announcement by the @WHO so desperate was #Johns…
2902,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2903,RT @FranceJamet: #Brexit : Bruxelles et Paris ouvrent les ports 🇨🇵 à la concurrence et sortent le chéquier non pas pour sauver nos pêcheurs…
2904,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2905,"RT @nisarmir21: Can't believe going to say this 😬 but wannabe Harry Potter .@George_Osborne is right.
#BorisJohnson *does not give a 💩 abou…"
2906,"Sainsbury's hypermarket at Merton, London, today at 13.40.  So pleased #brexit has given us our country back. Or is… https://t.co/yIbZsI43jq"
2907,"RT @LizWebsterLD: An honest #Brexit Britain assessment from CNN! 

Fareed Zakaria gives us the truth on the fallout from Brexit and urges t…"
2908,RT @Anna_Soubry: Apart from #Guardian there’s a pitiful failure of the media to investigate the Conservative Democratic Organisation (sic)…
2909,RT @vanmaneuro: If you want to find endless fresh food with  multiple choices of each product I highly recommend a trip to … the European m…
2910,"Jajaja, los ingleses ya copian a Felipe II.

«Yo no mandé a mi #brexit a luchar contra los elementos» https://t.co/cEQc25uxJd"
2911,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
2912,#Brexit #EU https://t.co/ziK8itnyH0
2913,"Spot on tbis is a cost of

lockdown crisis 

not a cost of

#Brexit crisis 

as Brexit has not been delivered yet https://t.co/4yITNB3OV3"
2914,"RT @ijb19662: @BrugesGroup Is this the bloke who is a known liar, law breaker, serial philanderer and scrounger ... the one who signed the…"
2915,"RT @congobongoman: Supermarket in France today. When was last time you saw produce of this quantity/quality in UK shops.
#BrexitReality #Br…"
2916,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2917,"RT @DanRJohnson: The #Conservatives have “given up on #farmers”.

#Brexit has (and will continue to) economically harm #rural communities.…"
2918,"The @roald_dahl story is a flag shaggers wet dream.

Why talk about the £bns in fraud and waste? The failed 'oven r… https://t.co/fNJJ6vrmL2"
2919,"RT @Penyrheolgerrig: Tesco and Sainsbury’s shoppers in London find shelves empty as supermarkets explain why there are no tomatoes, cucumbe…"
2920,RT @Daveb3007: @Keir_Starmer Until you lose the economically illiterate stance of making #Brexit work and denying the Scottish people the r…
2921,RT @FranceJamet: #Brexit : Bruxelles et Paris ouvrent les ports 🇨🇵 à la concurrence et sortent le chéquier non pas pour sauver nos pêcheurs…
2922,RT @MrJohnNicolson: Challenged by @StephenFlynnSNP the Tory MP on #bbclaurak struggles to name a single benefit of #Brexit All she can offe…
2923,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2924,"RT @Greekboy8: I find this scandal more worthy of airtime on #PoliticsLive than the disaster #Brexit is

#NHS privatisation drive linked to…"
2925,"RT @BrexitRage: The only good Brexit is a dead Brexit 

https://t.co/yk718X0pqq

#Brexit #economics #CostOfLivingCrisis #RejoinEU #BrexitBr…"
2926,"RT @Greekboy8: I find this scandal more worthy of airtime on #PoliticsLive than the disaster #Brexit is

#NHS privatisation drive linked to…"
2927,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2928,"RT @OneMoreGoodMan: #Brexit has betrayed millions of ordinary people in the UK, economically, socially and in many other ways. Persuade me…"
